客场队名,主场队名,客场胜,客场负,主场胜,主场负,客场比分,主场比分
174,41,5,5,4,4,90,85
29,174,4,6,6,5,76,102
174,153,8,5,9,5,70,73
174,146,8,6,7,4,89,91
174,132,8,7,9,4,94,91
174,195,9,7,3,12,83,81
111,174,7,10,11,7,105,90
132,174,10,6,11,8,101,116
174,160,13,8,7,12,122,99
118,174,16,4,14,8,95,86
22,174,15,6,14,9,98,87
174,104,14,11,15,10,105,95
174,111,15,11,13,13,104,97
146,174,17,8,17,11,92,96
104,174,17,12,18,11,84,102
174,48,20,11,15,16,97,104
41,174,15,15,20,12,73,89
153,174,19,13,21,12,96,91
132,174,17,18,21,16,96,102
174,118,22,16,29,8,91,95
48,174,18,19,22,17,85,95
174,160,23,17,17,21,94,96
174,167,23,18,13,26,97,110
174,139,23,19,15,21,87,111
97,174,9,31,23,20,98,107
202,174,29,13,25,20,99,106
174,104,26,20,25,20,112,95
174,202,27,21,30,14,87,104
174,181,27,22,26,22,101,99
174,83,29,22,35,13,85,106
174,90,29,23,32,19,100,98
146,174,31,21,30,23,94,75
174,188,31,25,31,23,89,94
174,139,32,26,22,35,112,103
174,125,33,26,28,31,97,94
174,153,34,26,38,22,108,112
174,132,34,27,31,30,121,123
181,174,32,29,34,28,110,117
139,174,22,39,35,28,94,104
174,1,36,28,47,16,83,93
175,49,4,1,3,0,94,104
112,175,4,2,4,3,90,82
98,175,0,6,4,4,101,107
175,23,5,4,3,6,83,103
175,9,5,5,2,6,103,95
140,175,5,5,6,5,105,101
49,175,8,1,6,6,111,114
175,56,7,7,8,6,98,100
175,161,8,10,7,12,97,94
168,175,7,12,10,10,96,119
175,42,11,10,11,9,115,117
175,189,12,14,17,6,82,92
105,175,16,14,12,17,106,85
203,175,23,8,12,18,111,86
175,84,13,19,21,8,109,119
196,175,7,25,13,20,99,96
175,133,13,21,17,18,94,100
175,147,13,22,27,8,93,99
189,175,24,10,14,23,83,104
182,175,21,18,16,23,100,105
119,175,31,8,17,23,117,114
175,91,17,24,14,25,111,105
203,175,34,11,18,24,113,107
161,175,15,29,18,25,95,110
175,140,19,26,28,17,97,100
175,119,20,27,35,12,91,112
126,175,25,23,20,28,99,105
140,175,30,20,21,28,91,116
91,175,15,38,23,29,96,111
175,196,24,29,19,36,104,100
154,175,27,29,25,29,103,99
30,175,26,28,25,30,95,90
175,189,25,31,37,18,84,90
175,35,25,32,34,24,98,90
182,175,33,28,26,33,108,112
175,16,27,33,23,40,102,99
175,112,28,33,21,38,100,77
175,30,29,33,32,29,115,108
9,175,22,42,30,34,86,96
119,175,49,17,31,34,107,101
175,70,31,35,37,29,127,113
42,175,36,31,32,36,94,104
147,175,48,22,34,36,102,109
23,175,45,27,35,36,103,78
175,154,36,37,38,36,81,101
175,126,37,39,33,43,96,91
161,175,23,55,38,39,102,91
105,175,54,24,38,40,105,108
189,175,54,26,40,40,103,97
196,175,27,54,40,41,87,99
71,176,0,0,0,0,109,118
176,183,1,0,1,0,105,113
190,176,1,1,1,1,99,111
176,120,3,1,2,1,93,107
57,176,5,6,6,4,94,97
183,176,8,4,7,4,120,123
176,106,9,4,5,6,100,102
176,197,11,8,9,8,100,97
176,169,13,8,5,13,97,112
176,141,13,9,12,10,93,95
176,162,15,11,15,10,108,123
204,176,22,7,16,12,116,107
176,3,16,13,11,16,105,83
176,99,18,13,14,14,87,78
155,176,14,20,19,15,97,110
197,176,15,20,21,16,107,110
176,148,23,16,26,13,127,129
176,162,23,17,22,16,110,107
127,176,30,9,24,17,127,111
176,64,25,18,20,20,85,93
169,176,15,30,26,21,103,107
176,190,28,21,26,21,110,96
134,176,16,32,29,21,81,103
176,24,31,22,40,11,81,73
176,57,32,23,15,40,124,112
176,50,34,23,21,35,110,108
197,176,23,33,35,23,89,108
3,176,31,26,36,23,100,91
176,204,36,24,42,16,106,112
176,106,36,25,25,34,110,115
127,176,42,19,36,26,98,103
176,141,38,26,40,24,85,108
176,134,38,27,22,42,108,101
176,120,39,27,48,17,109,86
113,176,33,32,41,27,123,122
106,176,31,37,41,28,106,122
36,176,36,31,42,28,107,104
148,176,50,22,43,29,109,103
169,176,25,47,43,30,100,103
141,176,45,28,44,30,122,120
176,148,44,31,54,22,113,107
176,155,45,31,25,50,107,95
176,134,47,31,24,53,95,83
162,176,47,32,48,32,98,101
204,176,1,2,2,1,93,89
176,204,2,2,2,2,103,109
204,176,3,2,2,3,111,113
176,204,3,3,3,3,96,119
177,205,0,0,0,0,100,101
135,177,0,1,0,1,102,120
177,198,1,1,1,0,109,104
177,128,3,1,2,2,87,108
177,135,3,2,2,3,105,82
86,177,4,2,4,2,105,96
170,177,5,2,4,3,98,106
58,177,0,7,5,3,70,123
114,177,2,6,6,3,117,131
177,100,8,3,7,2,105,102
156,177,3,9,9,3,106,140
177,184,10,3,9,3,92,95
25,177,5,8,10,4,111,100
51,177,4,11,10,5,102,109
177,58,12,5,0,15,110,103
177,4,13,5,11,6,132,129
32,177,11,10,15,6,102,125
198,177,10,10,16,7,107,112
142,177,19,2,17,7,105,98
72,177,19,7,20,8,105,102
100,177,22,8,22,10,87,114
177,44,23,10,11,18,119,101
177,11,24,10,19,14,109,90
177,37,25,10,16,17,96,88
18,177,11,23,26,10,108,95
177,107,27,12,17,20,107,114
107,177,18,20,27,13,89,97
4,177,28,16,30,13,102,98
177,198,30,14,22,21,106,109
177,86,30,17,20,25,93,72
177,93,31,17,15,34,108,93
114,177,8,39,32,17,94,100
177,170,33,18,17,30,101,78
135,177,19,33,35,19,82,87
184,177,36,17,36,20,100,111
65,177,37,19,38,20,92,99
37,177,23,33,39,21,104,94
198,177,32,27,39,22,93,102
177,128,40,22,40,19,75,94
177,142,40,23,47,12,89,104
177,156,40,24,16,45,100,93
149,177,42,23,41,25,99,129
121,177,37,29,42,25,115,119
191,177,47,21,44,25,112,101
177,163,44,26,37,33,92,98
205,177,44,25,44,27,94,101
177,205,45,27,45,26,76,94
177,25,45,28,31,41,99,104
177,121,45,29,42,32,135,131
142,177,62,13,46,30,123,110
177,135,49,31,37,43,92,109
128,177,51,30,49,32,98,114
177,184,0,1,1,0,99,111
184,177,2,0,0,2,130,128
177,184,1,3,3,1,94,103
178,164,0,0,0,0,111,95
178,150,1,0,1,0,88,104
66,178,3,0,2,1,102,91
199,178,0,5,2,3,98,107
178,199,3,3,0,6,105,120
178,59,6,4,0,10,92,86
136,178,6,5,8,4,93,102
178,122,9,4,7,6,114,117
178,192,9,5,7,7,96,110
108,178,6,10,9,7,81,92
178,171,10,7,6,12,98,112
178,129,10,8,7,11,115,112
185,178,8,11,11,8,100,96
178,101,11,9,8,9,116,104
73,178,13,9,13,9,98,95
164,178,11,14,13,11,94,104
178,26,14,11,14,9,81,107
178,66,15,12,17,12,99,103
143,178,29,1,18,13,91,114
178,87,19,13,18,13,82,106
171,178,14,20,19,15,116,117
178,199,20,15,11,22,100,91
12,178,26,9,22,16,110,107
178,122,22,17,27,12,89,108
115,178,13,30,24,19,94,106
122,178,32,12,25,19,109,106
178,185,25,20,23,22,104,115
178,157,25,21,9,37,92,90
178,143,26,21,41,4,107,127
164,178,14,34,27,22,78,91
178,94,29,26,23,29,104,110
122,178,40,16,30,27,116,103
108,178,23,35,30,28,116,122
171,178,24,35,33,28,104,101
178,108,33,29,24,38,114,116
150,178,40,21,33,30,109,90
19,178,32,31,33,31,102,96
178,12,34,33,47,19,98,99
129,178,36,34,34,35,120,132
178,129,35,35,36,35,103,109
178,143,35,36,64,7,120,128
178,171,35,37,28,44,111,133
52,178,30,45,36,38,89,91
178,19,37,38,40,35,98,89
192,178,42,36,40,38,93,103
178,150,41,38,51,28,91,98
178,136,41,39,40,40,101,92
206,178,66,15,42,39,96,91
178,122,0,0,0,0,70,108
178,122,0,1,1,0,85,84
122,178,2,1,1,2,119,108
178,122,1,3,3,1,104,118
179,27,0,0,0,0,121,130
186,179,0,1,0,1,106,98
179,186,0,2,1,1,92,93
179,137,0,3,2,2,81,97
130,179,2,3,0,4,105,95
34,179,4,2,0,5,75,86
179,158,1,5,4,3,109,97
179,46,2,7,5,5,83,90
193,179,6,5,2,8,80,64
179,207,2,10,10,3,91,96
151,179,13,2,2,11,124,104
179,13,2,12,11,2,90,128
200,179,6,11,2,13,81,91
6,179,11,7,3,15,82,107
27,179,11,11,4,17,103,111
179,186,5,17,16,7,87,109
20,179,13,13,6,18,95,85
172,179,10,16,6,20,79,99
179,200,9,21,11,21,104,111
179,158,9,23,12,23,101,89
179,144,10,23,28,5,99,108
74,179,20,16,11,25,97,82
179,116,11,26,11,26,92,101
179,165,11,27,12,26,113,108
158,179,16,31,14,29,73,122
179,123,16,29,27,19,98,109
179,207,16,30,36,10,105,101
179,130,19,30,22,28,108,104
130,179,22,30,20,31,114,113
95,179,20,35,21,32,80,112
46,179,35,19,22,32,111,98
179,116,22,34,22,35,84,97
200,179,23,35,22,35,83,96
165,179,21,44,28,36,100,98
179,102,28,38,41,25,112,107
179,60,29,38,24,43,74,116
179,39,29,39,13,55,111,104
144,179,56,14,30,39,112,87
151,179,43,29,30,40,95,97
67,179,43,29,31,40,94,86
123,179,41,31,31,41,92,91
179,193,31,43,41,34,90,99
179,34,31,44,40,36,109,105
179,172,32,44,30,47,87,98
207,179,60,18,32,46,102,89
179,165,32,47,23,57,111,124
109,179,38,42,32,48,109,91
68,54,1,0,0,1,104,101
54,21,0,2,1,1,86,99
54,96,0,3,0,2,115,116
21,54,2,1,0,4,75,101
7,54,1,3,1,4,123,116
54,173,2,6,5,2,90,99
54,201,2,7,6,1,93,116
54,7,2,8,4,5,93,101
28,54,5,6,2,10,79,90
54,82,3,12,8,7,90,99
54,68,5,13,12,7,88,93
7,54,7,13,6,14,97,117
40,54,17,4,7,14,102,101
194,54,14,8,7,15,70,88
145,54,5,20,9,15,91,105
152,54,19,7,10,15,93,81
54,0,11,16,16,9,76,121
54,40,11,17,22,4,80,84
54,103,11,18,16,12,95,89
54,138,12,18,11,18,95,110
54,159,12,19,13,16,123,110
54,152,13,19,22,10,98,102
54,194,13,20,20,14,77,84
0,54,23,11,14,21,99,105
131,54,27,16,17,25,85,96
54,61,19,25,13,32,107,94
103,54,28,18,20,26,99,110
54,47,23,26,25,24,103,117
89,54,33,20,24,27,99,95
201,54,44,8,24,28,71,77
96,54,15,40,27,29,94,117
14,54,21,38,28,29,94,110
110,54,15,47,30,30,100,111
138,54,27,34,31,30,117,125
54,21,32,30,27,35,110,100
117,54,39,23,33,30,110,105
40,54,46,16,33,31,86,89
54,28,34,31,25,38,74,102
166,54,19,52,37,35,114,111
54,0,37,36,53,19,97,85
54,40,40,37,53,23,82,99
89,54,50,30,41,39,95,85
14,54,29,52,41,40,104,100
54,82,0,1,1,0,73,94
82,54,2,0,0,2,100,94
82,54,3,0,0,3,82,86
55,125,0,0,0,0,103,107
55,139,1,2,2,1,107,79
15,55,2,4,3,2,73,96
62,55,3,4,4,2,62,97
22,55,6,2,5,2,86,96
167,55,3,6,6,2,85,112
55,48,7,2,5,4,79,85
55,97,8,3,1,10,103,90
69,55,11,4,10,4,76,90
55,83,11,4,10,4,92,113
97,55,2,14,11,5,83,103
15,55,4,16,13,6,74,95
90,55,12,8,14,6,69,74
1,55,18,5,15,6,82,98
83,55,16,6,16,6,99,79
55,69,16,7,16,7,98,87
146,55,15,8,18,8,78,77
55,8,18,9,10,15,99,84
55,90,20,9,18,11,87,103
174,55,19,11,20,10,82,75
55,111,20,11,15,16,91,92
55,188,20,12,18,15,76,89
55,181,20,13,19,14,87,93
55,15,20,14,11,24,97,68
118,55,27,7,21,14,92,88
55,29,22,16,14,23,93,97
83,55,31,11,25,18,84,78
41,55,25,21,26,21,86,99
55,202,27,21,32,14,76,93
8,55,17,29,27,22,85,103
55,97,28,22,11,39,76,97
62,55,19,35,29,24,99,78
90,55,32,23,29,25,88,82
55,41,29,26,31,24,79,103
55,62,30,27,20,38,93,75
22,55,39,22,31,29,102,97
55,8,31,30,20,40,103,87
55,22,32,30,41,22,109,106
55,29,34,30,31,33,90,85
55,15,35,30,24,41,86,108
55,1,0,1,1,0,109,92
1,55,1,1,1,1,74,79
1,55,1,2,2,1,82,89
1,55,2,3,3,2,78,79
55,41,0,0,0,0,91,92
55,41,3,3,3,3,75,85
105,56,0,0,0,0,75,84
56,49,1,0,1,0,84,100
56,42,2,2,2,2,106,100
56,63,3,2,1,4,93,83
30,56,3,2,4,2,105,96
133,56,4,5,4,4,93,99
9,56,2,7,5,4,79,86
63,56,3,7,6,4,98,106
56,9,7,4,2,8,83,92
119,56,9,4,7,5,116,109
161,56,6,7,7,6,101,104
175,56,7,7,8,6,98,100
56,2,10,6,7,7,88,93
56,42,11,8,10,9,79,92
16,56,7,15,11,9,97,104
154,56,10,14,12,11,111,98
56,175,12,12,11,13,100,107
56,182,12,13,12,12,103,125
56,189,13,15,18,7,99,89
56,140,14,15,19,10,89,96
56,154,14,17,15,15,103,99
56,161,15,17,11,21,89,95
56,119,15,18,24,7,85,109
56,203,15,19,26,9,86,109
35,56,19,15,15,20,109,89
56,63,15,21,12,22,72,90
196,56,11,26,16,22,111,99
63,56,14,25,16,23,101,108
56,30,17,24,21,18,102,110
189,56,28,15,18,25,103,100
168,56,17,30,19,26,80,89
23,56,30,19,21,26,88,69
147,56,36,17,22,27,107,90
56,30,22,28,25,25,92,94
56,112,22,29,19,31,87,94
84,56,38,14,22,30,114,90
56,49,22,31,32,20,93,99
140,56,33,26,22,34,97,104
42,56,31,27,23,35,109,101
56,70,23,36,33,26,96,107
56,84,23,37,45,14,93,102
56,91,23,38,17,46,91,99
35,56,37,26,23,39,97,106
84,56,48,14,24,39,98,94
126,56,31,34,25,40,100,101
56,147,26,40,46,22,72,101
56,168,26,42,25,45,117,103
56,133,27,42,34,36,91,107
56,9,28,43,22,48,97,87
56,70,30,44,42,34,101,90
56,35,31,45,44,32,83,104
70,56,42,36,31,46,124,101
56,98,31,47,29,50,97,86
56,23,33,48,49,31,105,95
85,57,1,0,0,0,110,114
3,57,1,1,2,0,104,107
99,57,0,3,3,1,116,102
10,57,2,3,3,2,79,94
57,10,4,2,2,4,125,127
204,57,6,1,4,3,109,85
183,57,5,3,4,4,117,123
57,197,5,5,3,6,98,135
57,176,5,6,6,4,94,97
64,57,4,7,5,7,108,98
57,92,6,9,5,9,94,105
197,57,6,8,6,10,121,105
92,57,6,11,6,12,125,126
127,57,19,4,7,17,139,105
57,36,7,18,8,15,94,130
57,31,8,19,5,21,106,116
57,169,10,21,10,20,113,104
17,57,14,22,12,23,114,104
85,57,27,11,13,25,101,86
57,3,13,26,18,20,78,103
57,50,13,28,15,26,110,106
64,57,21,20,14,28,104,95
120,57,34,10,14,29,103,91
71,57,23,21,15,31,125,99
57,17,15,32,18,27,96,113
57,36,15,33,20,25,102,108
43,57,16,33,15,34,114,108
155,57,17,32,15,35,112,98
57,148,15,36,35,18,78,123
57,141,15,37,30,21,80,123
57,134,15,38,18,33,100,105
10,57,20,33,15,39,114,85
176,57,32,23,15,40,124,112
99,57,30,28,15,43,122,103
57,92,15,44,18,43,81,92
57,120,15,45,45,15,92,125
134,57,21,41,15,46,104,92
57,50,15,47,24,40,110,123
169,57,22,42,15,48,115,98
190,57,38,27,15,50,103,77
57,204,15,55,53,16,91,113
57,183,15,56,48,22,98,120
17,57,26,46,15,57,98,123
57,71,16,57,31,41,95,103
36,57,41,34,17,59,105,101
57,64,17,60,45,32,114,125
57,190,17,61,46,32,95,117
43,57,25,55,17,63,108,113
86,58,1,0,0,2,114,96
184,58,3,0,0,3,104,93
4,58,4,1,0,5,118,115
58,65,0,6,5,1,88,120
58,205,0,9,5,4,75,100
58,51,0,12,3,10,83,91
128,58,10,3,0,13,114,104
177,58,12,5,0,15,110,103
205,58,12,4,0,16,109,103
58,114,0,17,4,12,85,77
121,58,5,13,1,17,103,91
58,18,1,18,3,16,108,101
191,58,18,4,2,20,120,115
44,58,7,14,2,21,105,87
58,93,2,23,10,19,96,88
58,128,4,23,23,7,93,114
58,135,4,24,9,20,71,88
58,142,4,25,24,5,86,126
58,149,4,27,22,11,91,127
32,58,18,18,5,28,97,77
58,37,5,29,16,19,90,88
25,58,15,23,6,29,92,93
72,58,29,8,7,29,105,87
58,65,7,30,25,12,84,100
198,58,19,19,7,31,81,96
58,18,8,31,15,25,89,107
51,58,6,36,8,33,98,91
65,58,27,15,8,34,91,86
58,198,8,36,23,21,74,99
58,72,10,37,39,8,85,91
107,58,19,29,10,39,98,105
142,58,40,9,12,40,89,84
25,58,21,33,12,41,106,95
100,58,33,25,12,45,81,89
58,25,13,45,24,34,74,94
65,58,37,22,13,46,114,103
58,121,13,47,33,27,118,123
135,58,24,36,13,48,89,83
72,58,49,12,13,49,84,92
170,58,22,41,14,50,107,114
58,44,15,51,29,36,89,108
51,58,14,54,16,52,81,97
58,156,17,52,17,50,87,101
58,170,17,53,24,45,106,107
58,51,18,59,14,62,91,101
58,4,18,61,47,32,107,114
32,58,40,40,18,62,107,97
136,59,0,1,0,1,99,71
59,33,0,3,1,3,87,91
5,59,4,3,0,6,111,88
66,59,5,3,0,7,119,103
59,122,0,8,5,3,85,102
59,206,0,9,6,2,83,92
178,59,6,4,0,10,92,86
26,59,6,5,0,11,112,85
59,87,0,13,7,4,91,96
59,45,0,15,7,7,80,84
59,192,0,17,9,8,84,92
59,52,1,18,8,10,87,99
108,59,7,13,1,19,108,105
59,38,1,21,6,15,91,100
59,66,1,23,15,9,76,96
59,5,1,24,13,8,96,115
52,59,12,14,1,26,107,97
59,12,1,27,17,7,86,108
192,59,15,14,1,28,104,90
59,164,1,30,12,19,111,104
59,136,2,30,12,16,91,95
59,171,2,31,12,19,110,105
115,59,12,22,3,33,99,109
73,59,21,15,4,33,126,98
12,59,25,9,4,35,95,85
5,59,22,15,4,36,115,111
59,94,5,38,20,20,96,87
45,59,23,21,6,38,112,92
164,59,14,31,6,39,103,113
143,59,42,4,7,40,108,105
59,101,7,42,21,26,94,106
38,59,13,38,7,43,98,103
150,59,34,17,8,43,98,92
171,59,21,31,8,44,114,110
59,199,8,45,20,33,114,121
59,178,8,46,29,27,103,129
94,59,24,30,8,47,124,115
59,19,8,48,28,29,91,111
59,94,8,50,25,32,116,130
59,101,8,51,28,30,108,116
87,59,35,26,8,53,112,102
122,59,46,22,9,59,111,97
45,59,39,30,9,60,120,105
59,129,9,63,37,36,105,108
199,59,29,47,9,68,93,107
33,59,32,47,10,69,109,108
59,66,10,70,54,26,98,122
95,60,0,3,0,2,103,101
13,60,5,0,0,4,102,101
60,27,0,6,3,4,115,122
102,60,2,7,1,9,102,109
60,116,2,9,3,7,86,110
6,60,9,6,4,11,105,89
13,60,12,2,4,12,112,108
60,67,4,13,10,6,95,122
60,193,4,17,14,8,91,96
60,200,4,18,7,15,99,88
60,20,5,18,13,12,97,79
67,60,17,7,6,18,123,114
60,137,7,23,19,13,83,100
60,109,7,24,14,18,124,122
116,60,11,23,8,24,91,93
60,46,9,24,21,14,106,110
60,39,9,25,8,27,105,95
53,60,17,21,10,25,97,98
60,102,12,25,19,19,93,109
67,60,28,13,13,26,89,94
151,60,30,16,15,27,110,121
186,60,34,15,17,27,123,118
60,6,17,28,23,25,108,121
60,179,18,29,18,30,95,113
60,207,18,30,37,11,86,102
207,60,39,12,18,33,111,103
60,95,18,34,20,34,112,111
88,60,24,30,19,34,109,117
102,60,34,21,21,35,112,120
60,53,22,35,23,35,109,110
60,88,22,37,27,33,98,125
20,60,29,32,23,38,136,106
34,60,28,33,23,39,112,98
60,151,23,41,39,26,100,112
179,60,29,38,24,43,74,116
46,60,44,25,25,43,99,105
60,95,26,43,25,45,109,112
60,123,26,44,40,30,97,122
60,6,26,45,34,38,117,107
60,27,27,45,36,36,94,107
60,39,27,46,16,57,106,101
60,13,28,47,47,27,105,122
60,67,28,48,46,30,105,113
39,60,18,59,28,49,141,118
34,60,40,39,28,51,90,82
60,53,28,53,30,51,113,114
166,110,0,0,0,0,117,116
166,7,1,1,1,1,107,104
61,166,1,1,2,1,108,111
152,166,4,0,3,1,112,100
110,166,1,7,3,3,98,89
166,159,3,4,3,4,89,103
14,166,3,6,3,5,100,94
194,166,10,1,4,7,75,71
166,131,4,8,9,5,83,94
0,166,8,6,4,10,96,85
21,166,8,7,4,11,107,98
166,152,4,12,13,6,80,113
173,166,15,4,4,13,105,103
166,145,4,14,4,17,91,98
82,166,16,8,5,15,104,83
166,194,5,17,14,10,91,94
166,117,5,18,18,8,87,102
138,166,9,18,5,20,117,109
28,166,11,16,5,21,84,79
187,166,14,17,5,23,98,100
68,166,22,14,7,24,108,102
103,166,20,14,7,25,102,122
166,61,8,25,12,24,112,118
166,96,8,26,9,26,133,136
166,40,8,27,28,9,95,119
166,47,8,28,22,16,93,83
166,14,9,28,13,26,106,110
166,68,9,29,26,15,98,100
124,166,22,20,9,30,94,90
166,138,9,31,18,23,112,119
166,124,9,32,25,20,96,81
166,152,10,33,33,13,100,95
40,166,36,11,12,33,95,90
201,166,41,8,12,34,113,100
131,166,30,22,12,35,107,104
117,166,33,18,12,37,99,97
166,159,12,38,26,25,113,108
166,117,13,38,34,19,96,126
166,89,13,41,36,21,111,105
166,187,14,42,32,27,92,120
124,166,33,27,15,43,107,102
180,166,32,32,15,45,123,101
89,166,40,24,15,46,106,102
7,166,12,53,16,49,97,93
166,110,16,51,17,53,127,95
166,0,17,51,49,19,92,132
166,28,17,52,28,41,97,90
166,21,18,52,32,40,110,93
159,166,36,36,20,52,113,116
166,103,21,52,44,29,90,104
103,166,45,29,21,53,99,90
131,166,36,40,21,54,97,106
166,180,22,54,41,36,104,101
166,201,23,54,59,19,92,124
166,138,23,56,35,44,104,103
152,166,56,25,24,57,116,108
48,167,1,2,1,2,114,92
167,104,2,4,4,2,83,110
29,167,2,3,2,5,100,103
167,62,3,7,4,6,98,91
167,181,4,7,3,7,89,103
167,174,4,8,7,5,60,99
167,111,4,9,4,8,86,99
22,167,9,3,4,10,88,92
167,202,5,10,10,5,88,86
167,125,6,11,9,7,89,101
104,167,12,5,6,12,122,93
167,132,6,13,10,7,93,96
167,139,6,14,6,12,90,93
125,167,13,9,6,15,92,95
167,195,8,15,4,20,100,92
118,167,20,5,9,16,101,106
167,1,10,17,23,7,115,121
167,15,10,19,9,22,108,114
167,8,10,20,11,17,92,93
167,83,10,21,25,7,108,120
132,167,15,17,11,22,96,103
167,153,12,23,21,14,107,115
167,104,12,25,21,17,116,119
174,167,23,18,13,26,97,110
69,167,23,17,14,26,106,99
15,167,15,27,14,28,124,112
41,167,23,19,14,29,95,120
132,167,24,22,17,29,103,102
167,139,17,30,19,26,108,111
111,167,25,29,18,34,108,116
160,167,26,26,19,34,109,100
167,146,19,36,33,22,94,109
181,167,30,25,19,37,104,87
167,174,19,38,31,26,100,110
167,195,19,39,15,42,96,105
167,118,19,40,42,16,89,115
202,167,44,16,20,41,127,102
118,167,45,17,20,42,103,92
167,118,21,43,46,18,110,118
153,167,41,24,21,44,96,113
168,2,0,0,0,0,87,93
168,112,0,1,0,0,80,92
168,23,0,2,1,1,98,106
203,168,4,1,2,3,97,86
168,154,2,4,2,4,90,103
35,168,5,2,2,7,99,90
154,168,6,5,2,8,97,113
168,133,3,8,6,6,102,104
112,168,5,7,4,9,97,89
23,168,7,8,4,10,97,92
168,147,4,11,9,6,81,116
168,126,6,12,8,11,99,80
168,175,7,12,10,10,96,119
168,30,7,13,10,9,85,98
105,168,12,12,7,15,122,97
168,161,7,16,9,15,90,101
140,168,17,8,7,17,127,131
168,147,8,17,19,6,85,97
126,168,13,12,8,18,96,108
49,168,21,8,9,19,105,106
42,168,14,15,10,19,96,118
168,16,11,19,11,22,97,103
168,9,11,20,7,25,97,94
168,63,12,20,12,20,105,96
189,168,21,10,13,21,113,81
175,168,13,23,13,22,117,112
84,168,23,11,13,23,128,99
9,168,9,30,13,24,118,124
168,189,15,24,24,13,69,85
161,168,13,28,16,26,106,96
119,168,33,10,16,27,105,95
168,105,16,28,26,18,93,121
168,98,16,29,11,31,96,94
168,42,17,29,21,23,81,99
182,168,28,24,18,33,111,117
168,189,19,33,32,18,101,108
168,175,19,34,22,29,100,123
203,168,42,12,19,35,108,102
168,70,19,36,29,23,108,122
168,196,19,37,19,37,95,110
168,84,19,38,40,14,129,141
168,91,19,39,16,41,125,101
105,168,39,22,21,40,120,113
168,140,21,41,34,27,83,87
30,168,31,29,22,42,115,113
168,154,23,43,35,32,102,113
56,168,26,42,25,45,117,103
168,140,25,46,41,31,105,98
182,168,41,33,27,47,112,102
196,168,27,51,27,50,110,121
168,182,28,51,44,35,100,121
168,119,28,52,59,21,95,104
147,168,55,26,28,53,112,108
106,169,0,0,0,0,88,90
169,141,1,1,1,1,87,98
71,169,1,2,1,2,105,100
169,127,1,3,2,2,91,104
127,169,3,2,1,4,96,85
17,169,2,5,2,5,97,90
190,169,4,5,2,6,97,86
162,169,5,4,2,7,104,107
169,162,3,7,5,5,113,106
169,148,4,7,8,5,102,103
148,169,11,5,4,9,104,98
120,169,12,3,4,11,97,95
169,134,4,13,4,17,112,102
134,169,4,19,6,13,122,101
169,162,6,14,12,9,107,116
183,169,16,8,6,15,91,106
169,71,7,16,13,12,107,124
169,92,7,18,8,18,105,100
197,169,11,14,8,18,113,100
85,169,22,6,8,19,103,108
169,204,9,19,23,7,104,112
169,183,9,20,21,12,110,106
57,169,10,21,10,20,113,104
127,169,26,8,10,22,119,123
92,169,10,25,11,22,83,103
10,169,13,23,12,22,80,124
169,24,13,22,29,7,92,116
169,113,13,23,18,19,111,108
169,190,14,23,19,19,90,91
169,120,14,24,30,10,93,108
169,197,14,25,16,24,114,97
169,183,15,25,28,15,98,119
24,169,33,8,15,26,116,111
106,169,21,21,15,27,125,117
169,134,15,28,15,29,99,106
190,169,23,20,15,29,99,89
169,176,15,30,26,21,103,107
169,204,15,31,33,13,93,95
3,169,23,23,15,32,70,99
64,169,26,22,16,32,101,109
169,10,17,34,18,33,99,109
141,169,31,22,18,35,101,92
43,169,19,37,18,36,98,105
169,106,19,36,25,29,109,95
169,155,20,37,19,39,122,126
169,17,22,41,24,39,89,99
169,57,22,42,15,48,115,98
169,3,23,42,36,29,87,94
169,113,23,43,32,32,102,104
204,169,51,16,24,44,99,79
50,169,29,42,25,45,107,99
169,176,25,47,43,30,100,103
169,197,25,48,32,41,102,97
155,169,25,49,26,48,102,107
176,169,46,31,27,49,93,91
169,127,27,51,50,28,99,100
169,148,27,52,55,24,101,117
162,169,47,34,28,53,104,99
142,170,0,0,0,0,95,77
128,170,1,0,0,1,94,103
170,107,2,1,1,1,110,105
107,170,1,2,3,1,109,131
170,177,5,2,4,3,98,106
170,191,5,3,7,1,110,111
198,170,5,4,6,4,106,100
4,170,8,3,6,5,88,103
170,114,7,5,3,8,113,101
170,184,9,5,11,3,89,102
170,205,9,6,10,4,104,112
191,170,14,2,9,7,97,85
65,170,13,4,9,8,117,109
25,170,7,12,9,9,101,102
184,170,16,5,11,11,113,109
156,170,8,18,11,15,101,108
170,142,12,15,22,3,108,128
170,37,13,17,13,16,99,107
170,44,13,18,10,18,84,106
177,170,26,12,16,21,108,104
86,170,17,22,16,22,95,83
170,128,16,24,30,11,94,98
37,170,17,24,16,25,103,100
170,65,16,27,30,15,102,119
170,25,16,29,17,31,99,94
142,170,37,8,17,29,121,96
170,4,18,32,32,20,86,104
170,32,18,33,29,23,103,111
170,149,19,34,36,19,99,126
191,170,41,14,19,35,90,102
205,170,34,23,20,35,107,96
128,170,38,19,20,36,110,99
170,51,20,37,12,46,124,86
170,205,21,37,36,23,85,112
170,93,21,38,19,43,114,119
170,72,21,40,49,13,105,130
170,58,22,41,14,50,107,114
72,170,52,14,22,43,110,103
170,198,26,45,37,34,88,102
